Personnel_Type,BSO,Platform,Job_Specialty,Pay_Grade_Level,BA,Onboard,Gap,Model_Criticality_Score
Civilian,NAVWAR,SHORE,0343,GS-14,1,0,1,68
Civilian,USFF,SHORE,0343,GS-12,9,8,1,60
Civilian,USFF,SHORE,0855,GS-07,5,6,-1,20
Civilian,NAVSEA,SHORE,2210,GS-11,2,3,-1,28
Civilian,CNP,SHORE,0855,GS-13,6,6,0,40
Civilian,NAVAIR,SHORE,0343,GS-11,3,3,0,28
Civilian,NAVAIR,SHORE,2210,GS-13,7,6,1,60
Civilian,CNP,SHORE,1102,GS-12,7,7,0,40
Civilian,NAVAIR,SHORE,0511,GS-14,2,1,1,68
Civilian,USFF,SHORE,2210,GS-09,8,8,0,28
Civilian,CNP,SHORE,0343,GS-12,1,2,-1,40
Civilian,NAVAIR,SHORE,0511,GS-13,8,9,-1,40
Civilian,CNP,SHORE,0855,GS-12,9,10,-1,40
Civilian,CNP,SHORE,0511,GS-12,2,1,1,60
Civilian,NAVWAR,SHORE,1550,GS-14,3,3,0,48
Civilian,NAVSEA,SHORE,1550,GS-11,1,0,1,48
Civilian,USFF,SHORE,0343,GS-12,7,6,1,60
Civilian,CNP,SHORE,1102,GS-13,7,7,0,40
Civilian,NAVSEA,SHORE,2210,GS-09,6,7,-1,28
Civilian,NAVSEA,SHORE,1550,GS-13,1,1,0,40
Civilian,NAVSEA,SHORE,0855,GS-13,4,5,-1,40
Civilian,CNP,SHORE,1102,GS-14,3,3,0,48
Civilian,NAVAIR,SHORE,0343,GS-12,4,4,0,40
Civilian,NAVWAR,SHORE,1550,GS-12,8,8,0,40
Civilian,NAVWAR,SHORE,2210,GS-11,7,8,-1,28
Civilian,NAVWAR,SHORE,2210,GS-15,9,8,1,68
Civilian,NAVAIR,SHORE,1102,GS-13,7,6,1,60
Civilian,NAVSEA,SHORE,1102,GS-14,7,8,-1,48
Civilian,CNP,SHORE,1550,GS-13,4,3,1,60
Civilian,USFF,SHORE,2210,GS-14,7,6,1,68
Civilian,CNP,SHORE,1102,GS-09,2,3,-1,28
Civilian,USFF,SHORE,0511,GS-11,8,9,-1,28
Civilian,NAVWAR,SHORE,1550,GS-14,3,2,1,68
Civilian,NAVAIR,SHORE,2210,GS-12,1,1,0,40
Civilian,USFF,SHORE,2210,GS-09,3,2,1,48
Civilian,NAVSEA,SHORE,1102,GS-12,1,1,0,40
Civilian,CNP,SHORE,0343,GS-12,6,5,1,60
Civilian,USFF,SHORE,1102,GS-09,2,3,-1,28
Civilian,USFF,SHORE,2210,GS-09,4,3,1,48
Civilian,NAVAIR,SHORE,0855,GS-11,5,5,0,28
Civilian,NAVWAR,SHORE,2210,GS-11,4,5,-1,28
Civilian,CNP,SHORE,0511,GS-15,1,1,0,48
Civilian,CNP,SHORE,1102,GS-13,1,2,-1,40
Civilian,NAVAIR,SHORE,1102,GS-12,4,5,-1,40
Civilian,NAVWAR,SHORE,0511,GS-12,9,8,1,60
Civilian,NAVAIR,SHORE,0343,GS-15,7,7,0,48
Civilian,USFF,SHORE,2210,GS-12,9,10,-1,40
Civilian,USFF,SHORE,0343,GS-12,8,9,-1,40
Civilian,NAVWAR,SHORE,0855,GS-13,8,7,1,60
Civilian,CNP,SHORE,1550,GS-07,8,7,1,40
Civilian,NAVAIR,SHORE,1102,GS-11,2,1,1,48
Civilian,CNP,SHORE,1102,GS-13,2,1,1,60
Civilian,CNP,SHORE,1550,GS-12,9,8,1,60
Civilian,NAVAIR,SHORE,0343,GS-12,2,1,1,60
Civilian,CNP,SHORE,0343,GS-07,1,2,-1,20
Civilian,CNP,SHORE,2210,GS-12,4,4,0,40
Civilian,NAVAIR,SHORE,1550,GS-12,1,0,1,60
Civilian,NAVSEA,SHORE,0343,GS-11,1,2,-1,28
Civilian,NAVWAR,SHORE,0343,GS-11,9,10,-1,28
Civilian,NAVSEA,SHORE,0855,GS-11,3,2,1,48
Civilian,NAVSEA,SHORE,0855,GS-11,5,4,1,48
Civilian,NAVWAR,SHORE,0511,GS-14,7,7,0,48
Civilian,NAVSEA,SHORE,0343,GS-11,5,6,-1,28
Civilian,CNP,SHORE,0855,GS-11,7,8,-1,28
Civilian,USFF,SHORE,0343,GS-14,6,6,0,48
Civilian,NAVWAR,SHORE,1550,GS-13,5,4,1,60
Civilian,CNP,SHORE,1102,GS-13,5,6,-1,40
Civilian,NAVAIR,SHORE,1550,GS-12,1,2,-1,40
Civilian,NAVAIR,SHORE,0855,GS-14,6,6,0,48
Civilian,CNP,SHORE,2210,GS-13,5,4,1,60
Civilian,NAVWAR,SHORE,2210,GS-11,1,0,1,48
Civilian,NAVWAR,SHORE,1102,GS-12,7,6,1,60
Civilian,NAVWAR,SHORE,2210,GS-09,7,7,0,28
Civilian,CNP,SHORE,0343,GS-11,5,4,1,48
Civilian,NAVWAR,SHORE,0855,GS-11,4,4,0,28
Civilian,NAVWAR,SHORE,1550,GS-14,5,4,1,68
Civilian,USFF,SHORE,1550,GS-09,2,1,1,48
Civilian,NAVAIR,SHORE,0855,GS-11,7,7,0,28
Civilian,USFF,SHORE,0511,GS-07,2,1,1,40
Civilian,CNP,SHORE,1550,GS-12,8,8,0,40
Civilian,USFF,SHORE,2210,GS-09,6,6,0,28
Civilian,NAVWAR,SHORE,0855,GS-13,4,3,1,60
Civilian,CNP,SHORE,0855,GS-13,8,7,1,60
Civilian,USFF,SHORE,0343,GS-11,4,4,0,28
Civilian,NAVAIR,SHORE,2210,GS-07,1,1,0,20
Civilian,NAVWAR,SHORE,0511,GS-11,1,1,0,28
Civilian,NAVAIR,SHORE,1102,GS-15,1,1,0,48
Civilian,USFF,SHORE,1102,GS-14,4,3,1,68
Civilian,CNP,SHORE,1102,GS-11,5,4,1,48
Civilian,USFF,SHORE,0855,GS-11,6,7,-1,28
Civilian,NAVWAR,SHORE,1550,GS-09,7,7,0,28
Civilian,NAVWAR,SHORE,1550,GS-12,8,8,0,40
Civilian,NAVAIR,SHORE,0343,GS-11,2,2,0,28
Civilian,USFF,SHORE,0855,GS-09,2,1,1,48
Civilian,USFF,SHORE,2210,GS-07,3,4,-1,20
Civilian,NAVAIR,SHORE,0511,GS-12,9,8,1,60
Civilian,NAVSEA,SHORE,2210,GS-13,8,8,0,40
Civilian,NAVWAR,SHORE,2210,GS-07,7,6,1,40
Civilian,CNP,SHORE,0511,GS-09,9,9,0,28
Civilian,NAVAIR,SHORE,2210,GS-13,9,9,0,40
Civilian,CNP,SHORE,1550,GS-09,4,3,1,48
Civilian,NAVWAR,SHORE,1102,GS-15,2,2,0,48
Civilian,USFF,SHORE,0511,GS-09,5,4,1,48
Civilian,CNP,SHORE,1102,GS-11,2,1,1,48
Civilian,USFF,SHORE,0855,GS-11,3,3,0,28
Civilian,CNP,SHORE,1102,GS-12,5,6,-1,40
Civilian,NAVAIR,SHORE,0343,GS-11,4,3,1,48
Civilian,USFF,SHORE,1550,GS-09,4,3,1,48
Civilian,CNP,SHORE,2210,GS-11,1,1,0,28
Civilian,USFF,SHORE,2210,GS-09,2,1,1,48
Civilian,NAVWAR,SHORE,1102,GS-09,8,9,-1,28
Civilian,NAVWAR,SHORE,0855,GS-09,4,5,-1,28
Civilian,NAVSEA,SHORE,0511,GS-15,7,8,-1,48
Civilian,NAVAIR,SHORE,0343,GS-14,4,4,0,48
Civilian,USFF,SHORE,0855,GS-12,7,6,1,60
Civilian,NAVWAR,SHORE,1102,GS-07,1,2,-1,20
Civilian,NAVAIR,SHORE,0855,GS-12,5,4,1,60
Civilian,CNP,SHORE,0343,GS-11,9,9,0,28
Civilian,NAVWAR,SHORE,0511,GS-11,1,0,1,48
Civilian,NAVAIR,SHORE,1102,GS-13,8,8,0,40
Civilian,USFF,SHORE,0511,GS-14,3,3,0,48
Civilian,NAVWAR,SHORE,0511,GS-14,1,1,0,48
Civilian,CNP,SHORE,0511,GS-13,1,1,0,40
Civilian,NAVWAR,SHORE,1102,GS-12,6,6,0,40
Civilian,NAVWAR,SHORE,0855,GS-12,5,5,0,40
Civilian,USFF,SHORE,2210,GS-11,3,4,-1,28
Civilian,USFF,SHORE,1102,GS-12,3,2,1,60
Civilian,NAVWAR,SHORE,1550,GS-13,6,6,0,40
Civilian,CNP,SHORE,0855,GS-13,2,2,0,40
Civilian,NAVAIR,SHORE,0343,GS-12,2,3,-1,40
Civilian,NAVAIR,SHORE,1550,GS-07,1,1,0,20
Civilian,NAVSEA,SHORE,1102,GS-13,4,5,-1,40
Civilian,CNP,SHORE,1550,GS-09,6,7,-1,28
Civilian,CNP,SHORE,0511,GS-12,5,4,1,60
Civilian,NAVSEA,SHORE,1550,GS-13,6,6,0,40
Civilian,USFF,SHORE,0511,GS-12,6,7,-1,40
Civilian,CNP,SHORE,1550,GS-15,2,1,1,68
Civilian,CNP,SHORE,1550,GS-12,6,5,1,60
Civilian,NAVSEA,SHORE,1102,GS-12,4,5,-1,40
Civilian,USFF,SHORE,0511,GS-11,7,7,0,28
Civilian,CNP,SHORE,2210,GS-12,8,8,0,40
Civilian,NAVSEA,SHORE,0855,GS-13,5,6,-1,40
Civilian,NAVAIR,SHORE,2210,GS-09,8,9,-1,28
Civilian,NAVSEA,SHORE,2210,GS-14,3,2,1,68
Civilian,NAVAIR,SHORE,0855,GS-09,6,7,-1,28
Civilian,NAVSEA,SHORE,2210,GS-12,9,9,0,40
Civilian,CNP,SHORE,2210,GS-09,3,4,-1,28
Civilian,NAVWAR,SHORE,0511,GS-12,2,2,0,40
Civilian,CNP,SHORE,1550,GS-11,2,2,0,28
Civilian,NAVWAR,SHORE,1102,GS-07,7,8,-1,20
Civilian,NAVSEA,SHORE,2210,GS-12,7,6,1,60
Civilian,NAVWAR,SHORE,2210,GS-11,9,8,1,48
Civilian,CNP,SHORE,2210,GS-12,4,5,-1,40
Civilian,USFF,SHORE,0511,GS-07,2,3,-1,20
Civilian,NAVAIR,SHORE,0343,GS-09,6,7,-1,28
Civilian,USFF,SHORE,1102,GS-11,3,3,0,28
Civilian,NAVSEA,SHORE,0855,GS-09,4,3,1,48
Civilian,CNP,SHORE,0511,GS-11,4,4,0,28
Civilian,USFF,SHORE,0855,GS-12,4,4,0,40
Civilian,NAVSEA,SHORE,0855,GS-07,1,2,-1,20
Civilian,USFF,SHORE,0343,GS-12,4,5,-1,40
Civilian,NAVWAR,SHORE,0855,GS-12,8,9,-1,40
Civilian,NAVWAR,SHORE,2210,GS-13,1,2,-1,40
Civilian,USFF,SHORE,0511,GS-12,5,6,-1,40
Civilian,NAVAIR,SHORE,1550,GS-14,9,8,1,68
Civilian,CNP,SHORE,0855,GS-09,1,2,-1,28
Civilian,NAVWAR,SHORE,0343,GS-14,2,2,0,48
Civilian,USFF,SHORE,0855,GS-09,3,4,-1,28
Civilian,NAVSEA,SHORE,0855,GS-09,6,6,0,28
Civilian,USFF,SHORE,0343,GS-13,8,7,1,60
Civilian,NAVSEA,SHORE,0511,GS-09,5,5,0,28
Civilian,USFF,SHORE,0855,GS-14,5,5,0,48
Civilian,NAVSEA,SHORE,1550,GS-13,2,1,1,60
Civilian,NAVAIR,SHORE,0343,GS-11,1,1,0,28
Civilian,USFF,SHORE,0855,GS-09,1,0,1,48
Civilian,NAVSEA,SHORE,0511,GS-13,4,4,0,40
Civilian,CNP,SHORE,0511,GS-09,7,8,-1,28
Civilian,NAVSEA,SHORE,0343,GS-12,6,6,0,40
Civilian,NAVWAR,SHORE,0855,GS-11,4,5,-1,28
Civilian,NAVAIR,SHORE,2210,GS-11,5,6,-1,28
Civilian,NAVSEA,SHORE,0855,GS-09,3,3,0,28
Civilian,NAVWAR,SHORE,2210,GS-12,9,10,-1,40
Civilian,NAVSEA,SHORE,2210,GS-12,5,6,-1,40
Civilian,USFF,SHORE,0343,GS-15,2,2,0,48
Civilian,NAVAIR,SHORE,0511,GS-07,1,2,-1,20
Civilian,NAVAIR,SHORE,0511,GS-09,7,7,0,28
Civilian,NAVWAR,SHORE,0343,GS-13,9,10,-1,40
Civilian,NAVWAR,SHORE,0855,GS-11,3,3,0,28
Civilian,NAVSEA,SHORE,0855,GS-09,2,2,0,28
Civilian,NAVWAR,SHORE,2210,GS-11,8,9,-1,28
Civilian,NAVWAR,SHORE,0855,GS-13,3,3,0,40
Civilian,NAVSEA,SHORE,0343,GS-09,1,2,-1,28
Civilian,CNP,SHORE,1550,GS-13,4,5,-1,40
Civilian,NAVWAR,SHORE,2210,GS-09,7,8,-1,28
Civilian,USFF,SHORE,1102,GS-11,5,6,-1,28
Civilian,NAVAIR,SHORE,1550,GS-15,5,4,1,68
Civilian,NAVAIR,SHORE,1550,GS-11,4,5,-1,28
Civilian,NAVAIR,SHORE,1102,GS-12,9,9,0,40
Civilian,CNP,SHORE,1102,GS-14,4,4,0,48
Civilian,CNP,SHORE,2210,GS-13,8,8,0,40
Civilian,CNP,SHORE,0855,GS-12,4,4,0,40
Civilian,NAVAIR,SHORE,0343,GS-14,8,8,0,48
Civilian,USFF,SHORE,1102,GS-09,7,6,1,48
Civilian,NAVWAR,SHORE,0855,GS-12,4,4,0,40
Civilian,NAVWAR,SHORE,0511,GS-07,4,5,-1,20
Civilian,NAVSEA,SHORE,1550,GS-14,6,7,-1,48
Civilian,NAVSEA,SHORE,1550,GS-07,2,1,1,40
Civilian,CNP,SHORE,0343,GS-14,2,2,0,48
Civilian,NAVWAR,SHORE,1550,GS-13,2,3,-1,40
Civilian,NAVSEA,SHORE,2210,GS-09,6,5,1,48
Civilian,NAVWAR,SHORE,0855,GS-13,9,8,1,60
Civilian,NAVAIR,SHORE,1550,GS-12,6,5,1,60
Civilian,NAVSEA,SHORE,0855,GS-07,8,8,0,20
Civilian,NAVAIR,SHORE,0343,GS-12,9,10,-1,40
Civilian,NAVWAR,SHORE,0343,GS-13,4,3,1,60
Civilian,NAVWAR,SHORE,1550,GS-13,4,4,0,40
Civilian,NAVWAR,SHORE,0855,GS-09,5,5,0,28
Civilian,USFF,SHORE,1550,GS-09,8,9,-1,28
Civilian,NAVWAR,SHORE,1102,GS-12,8,9,-1,40
Civilian,NAVAIR,SHORE,0855,GS-09,5,6,-1,28
Civilian,USFF,SHORE,0343,GS-12,5,4,1,60
Civilian,NAVAIR,SHORE,0343,GS-09,4,3,1,48
Civilian,CNP,SHORE,0343,GS-07,2,1,1,40
Civilian,NAVWAR,SHORE,2210,GS-09,8,7,1,48
Civilian,NAVSEA,SHORE,2210,GS-11,3,3,0,28
Civilian,USFF,SHORE,1102,GS-09,6,6,0,28
Civilian,USFF,SHORE,2210,GS-07,2,2,0,20
Civilian,USFF,SHORE,0855,GS-13,1,2,-1,40
Civilian,USFF,SHORE,0343,GS-12,5,6,-1,40
Civilian,USFF,SHORE,0343,GS-07,4,5,-1,20
Civilian,NAVWAR,SHORE,1102,GS-13,1,0,1,60
Civilian,USFF,SHORE,0511,GS-11,7,6,1,48
Civilian,NAVWAR,SHORE,0343,GS-09,3,3,0,28
Civilian,NAVSEA,SHORE,0855,GS-11,3,4,-1,28
Civilian,NAVAIR,SHORE,0511,GS-12,4,5,-1,40
Civilian,CNP,SHORE,1102,GS-09,5,4,1,48
Civilian,CNP,SHORE,0343,GS-07,1,1,0,20
Civilian,NAVSEA,SHORE,2210,GS-12,9,8,1,60
Civilian,NAVSEA,SHORE,0855,GS-11,5,5,0,28
Civilian,NAVWAR,SHORE,2210,GS-09,4,4,0,28
Civilian,NAVAIR,SHORE,0855,GS-13,7,8,-1,40
Civilian,USFF,SHORE,1550,GS-07,4,3,1,40
Civilian,NAVSEA,SHORE,0855,GS-09,5,6,-1,28
Civilian,NAVWAR,SHORE,0343,GS-14,8,8,0,48
Civilian,NAVSEA,SHORE,2210,GS-13,9,9,0,40
Civilian,NAVSEA,SHORE,0343,GS-14,3,2,1,68
Civilian,USFF,SHORE,0511,GS-15,7,8,-1,48
Civilian,USFF,SHORE,1550,GS-12,6,5,1,60
Civilian,NAVWAR,SHORE,0855,GS-13,4,3,1,60
Civilian,CNP,SHORE,2210,GS-14,5,4,1,68
Civilian,CNP,SHORE,0511,GS-15,9,8,1,68
Civilian,USFF,SHORE,1550,GS-12,8,8,0,40
Civilian,NAVAIR,SHORE,1102,GS-12,1,2,-1,40
Civilian,CNP,SHORE,0855,GS-12,9,8,1,60
Civilian,CNP,SHORE,0855,GS-11,5,4,1,48
Civilian,USFF,SHORE,2210,GS-11,6,6,0,28
Civilian,USFF,SHORE,0343,GS-12,6,5,1,60
Civilian,CNP,SHORE,1550,GS-12,5,4,1,60
Civilian,USFF,SHORE,1102,GS-13,3,4,-1,40
Civilian,CNP,SHORE,0855,GS-15,6,7,-1,48
Civilian,NAVSEA,SHORE,0855,GS-11,9,8,1,48
Civilian,NAVWAR,SHORE,0511,GS-07,4,4,0,20
Civilian,NAVAIR,SHORE,1102,GS-13,5,5,0,40
Civilian,NAVSEA,SHORE,0343,GS-09,5,5,0,28
Civilian,CNP,SHORE,0511,GS-14,3,3,0,48
Civilian,NAVWAR,SHORE,1102,GS-12,5,4,1,60
Civilian,CNP,SHORE,2210,GS-14,4,5,-1,48
Civilian,NAVSEA,SHORE,0511,GS-14,7,7,0,48
Civilian,NAVSEA,SHORE,0855,GS-11,1,2,-1,28
Civilian,CNP,SHORE,2210,GS-11,1,1,0,28
Civilian,NAVAIR,SHORE,0855,GS-12,8,7,1,60
Civilian,USFF,SHORE,1102,GS-15,3,4,-1,48
Civilian,NAVWAR,SHORE,0343,GS-07,8,7,1,40
Civilian,USFF,SHORE,0511,GS-11,6,5,1,48
Civilian,NAVAIR,SHORE,0855,GS-12,3,4,-1,40
Civilian,NAVSEA,SHORE,1550,GS-11,5,6,-1,28
Civilian,NAVSEA,SHORE,0511,GS-12,3,2,1,60
Civilian,NAVSEA,SHORE,1550,GS-11,7,8,-1,28
Civilian,NAVSEA,SHORE,0343,GS-11,9,9,0,28
Civilian,NAVWAR,SHORE,1550,GS-12,9,9,0,40
Civilian,NAVSEA,SHORE,0511,GS-09,4,4,0,28
Civilian,NAVSEA,SHORE,1550,GS-07,2,2,0,20
Civilian,CNP,SHORE,0855,GS-14,9,10,-1,48
Civilian,NAVAIR,SHORE,1550,GS-14,7,8,-1,48
Civilian,NAVWAR,SHORE,1550,GS-07,2,2,0,20
Civilian,NAVWAR,SHORE,0511,GS-11,6,5,1,48
Civilian,USFF,SHORE,2210,GS-12,9,10,-1,40
Civilian,USFF,SHORE,0343,GS-12,5,6,-1,40
Civilian,USFF,SHORE,0343,GS-11,2,2,0,28
Civilian,NAVSEA,SHORE,0855,GS-07,7,6,1,40
Civilian,NAVAIR,SHORE,1102,GS-09,3,4,-1,28
Civilian,CNP,SHORE,1550,GS-13,5,5,0,40
Civilian,NAVSEA,SHORE,1550,GS-14,3,2,1,68
Civilian,NAVAIR,SHORE,1550,GS-13,3,4,-1,40
Civilian,NAVAIR,SHORE,0511,GS-09,8,9,-1,28
Civilian,NAVSEA,SHORE,1102,GS-07,8,9,-1,20
Civilian,NAVAIR,SHORE,0511,GS-12,4,3,1,60
Civilian,CNP,SHORE,1550,GS-13,1,2,-1,40
Civilian,CNP,SHORE,0511,GS-11,8,8,0,28
Civilian,USFF,SHORE,0511,GS-13,8,8,0,40
Civilian,NAVSEA,SHORE,0855,GS-09,1,0,1,48
Civilian,CNP,SHORE,0855,GS-07,3,4,-1,20
Civilian,NAVSEA,SHORE,1102,GS-11,7,7,0,28
Civilian,NAVAIR,SHORE,0855,GS-11,8,7,1,48
Civilian,CNP,SHORE,0855,GS-13,9,8,1,60
Civilian,CNP,SHORE,0855,GS-11,8,9,-1,28
Civilian,NAVAIR,SHORE,1102,GS-13,8,9,-1,40
Civilian,USFF,SHORE,0855,GS-07,1,1,0,20
Civilian,NAVWAR,SHORE,1102,GS-12,9,8,1,60
Civilian,NAVWAR,SHORE,1550,GS-13,1,1,0,40
Civilian,NAVAIR,SHORE,1102,GS-14,8,7,1,68
Civilian,NAVSEA,SHORE,0343,GS-12,3,3,0,40
Civilian,NAVSEA,SHORE,0343,GS-07,8,9,-1,20
Civilian,NAVSEA,SHORE,0343,GS-11,7,6,1,48
Civilian,NAVAIR,SHORE,1550,GS-11,7,6,1,48
Civilian,USFF,SHORE,1102,GS-09,6,6,0,28
Civilian,CNP,SHORE,0855,GS-14,8,7,1,68
Civilian,NAVAIR,SHORE,0511,GS-11,9,9,0,28
Civilian,CNP,SHORE,0855,GS-13,1,1,0,40
Civilian,NAVAIR,SHORE,2210,GS-07,3,4,-1,20
Civilian,NAVSEA,SHORE,0855,GS-12,2,1,1,60
Civilian,CNP,SHORE,2210,GS-11,7,7,0,28
Civilian,NAVSEA,SHORE,1102,GS-15,6,6,0,48
Civilian,USFF,SHORE,0855,GS-12,3,4,-1,40
Civilian,NAVWAR,SHORE,0511,GS-12,4,4,0,40
Civilian,CNP,SHORE,0855,GS-12,7,8,-1,40
Civilian,CNP,SHORE,2210,GS-11,3,2,1,48
Civilian,NAVSEA,SHORE,1102,GS-11,3,3,0,28
Civilian,USFF,SHORE,0511,GS-11,2,2,0,28
Civilian,CNP,SHORE,0343,GS-13,5,5,0,40
Civilian,CNP,SHORE,0343,GS-13,1,2,-1,40
Civilian,CNP,SHORE,1102,GS-14,3,4,-1,48
Civilian,NAVWAR,SHORE,0511,GS-14,1,0,1,68
Civilian,NAVAIR,SHORE,0343,GS-09,8,7,1,48
Civilian,NAVSEA,SHORE,1102,GS-12,9,10,-1,40
Civilian,NAVWAR,SHORE,0855,GS-11,9,9,0,28
Civilian,NAVWAR,SHORE,0343,GS-12,2,2,0,40
Civilian,CNP,SHORE,2210,GS-09,7,7,0,28
Civilian,CNP,SHORE,1550,GS-09,8,9,-1,28
Civilian,NAVAIR,SHORE,1550,GS-07,4,3,1,40
Civilian,CNP,SHORE,1102,GS-11,1,2,-1,28
Civilian,NAVSEA,SHORE,1102,GS-09,6,5,1,48
Civilian,NAVAIR,SHORE,2210,GS-11,7,6,1,48
Civilian,CNP,SHORE,0343,GS-14,7,8,-1,48
Civilian,NAVWAR,SHORE,1102,GS-14,5,5,0,48
Civilian,NAVSEA,SHORE,0855,GS-11,3,3,0,28
Civilian,NAVAIR,SHORE,2210,GS-12,9,10,-1,40
Civilian,USFF,SHORE,0511,GS-07,9,9,0,20
Civilian,NAVSEA,SHORE,0511,GS-13,2,2,0,40
Civilian,NAVWAR,SHORE,0511,GS-07,1,0,1,40
Civilian,NAVWAR,SHORE,2210,GS-13,9,10,-1,40
Civilian,NAVWAR,SHORE,1550,GS-11,1,1,0,28
Civilian,NAVSEA,SHORE,1102,GS-12,5,5,0,40
Civilian,NAVWAR,SHORE,1550,GS-12,6,6,0,40
Civilian,NAVAIR,SHORE,0511,GS-14,2,1,1,68
Civilian,CNP,SHORE,0511,GS-14,7,7,0,48
Civilian,CNP,SHORE,0855,GS-11,2,2,0,28
Civilian,NAVWAR,SHORE,2210,GS-07,4,5,-1,20
Civilian,CNP,SHORE,0343,GS-07,2,1,1,40
Civilian,NAVAIR,SHORE,1102,GS-09,2,3,-1,28
Civilian,NAVAIR,SHORE,1102,GS-13,7,6,1,60
Civilian,USFF,SHORE,0343,GS-12,7,6,1,60
Civilian,NAVWAR,SHORE,0343,GS-09,5,6,-1,28
Civilian,NAVWAR,SHORE,0343,GS-09,5,6,-1,28
Civilian,NAVWAR,SHORE,0855,GS-12,8,7,1,60
Civilian,CNP,SHORE,2210,GS-12,4,3,1,60
Civilian,NAVAIR,SHORE,1550,GS-07,6,5,1,40
Civilian,NAVSEA,SHORE,1102,GS-13,1,0,1,60
Civilian,NAVAIR,SHORE,1102,GS-11,3,2,1,48
Civilian,CNP,SHORE,1550,GS-13,9,9,0,40
Civilian,NAVAIR,SHORE,1102,GS-14,3,4,-1,48
Civilian,NAVSEA,SHORE,1550,GS-11,5,5,0,28
Civilian,NAVWAR,SHORE,0343,GS-09,8,8,0,28
Civilian,CNP,SHORE,1102,GS-12,3,2,1,60
Civilian,NAVAIR,SHORE,2210,GS-12,2,2,0,40
Civilian,CNP,SHORE,1102,GS-11,1,1,0,28
Civilian,NAVWAR,SHORE,1102,GS-13,4,3,1,60
Civilian,NAVSEA,SHORE,2210,GS-12,8,8,0,40
Civilian,CNP,SHORE,1550,GS-12,3,2,1,60
Civilian,NAVWAR,SHORE,0343,GS-07,6,7,-1,20
Civilian,NAVSEA,SHORE,0511,GS-11,1,1,0,28
Civilian,CNP,SHORE,0511,GS-12,8,7,1,60
Civilian,NAVWAR,SHORE,1102,GS-11,4,3,1,48
Civilian,NAVWAR,SHORE,0855,GS-07,2,1,1,40
Civilian,CNP,SHORE,1102,GS-13,5,4,1,60
Civilian,NAVWAR,SHORE,0855,GS-12,9,8,1,60
Civilian,NAVSEA,SHORE,2210,GS-14,9,9,0,48
Civilian,NAVSEA,SHORE,0855,GS-12,7,6,1,60
Civilian,USFF,SHORE,0343,GS-11,3,2,1,48
Civilian,NAVWAR,SHORE,0511,GS-12,7,8,-1,40
Civilian,NAVSEA,SHORE,0511,GS-11,9,10,-1,28
Civilian,USFF,SHORE,2210,GS-11,7,8,-1,28
Civilian,CNP,SHORE,1550,GS-13,3,4,-1,40
Civilian,USFF,SHORE,0343,GS-11,1,2,-1,28
Civilian,NAVAIR,SHORE,1550,GS-09,8,7,1,48
Civilian,NAVAIR,SHORE,1102,GS-15,3,4,-1,48
Civilian,NAVSEA,SHORE,0343,GS-12,5,6,-1,40
Civilian,CNP,SHORE,2210,GS-15,8,7,1,68
Civilian,CNP,SHORE,0343,GS-11,1,0,1,48
Civilian,NAVAIR,SHORE,1102,GS-09,6,6,0,28
Civilian,NAVAIR,SHORE,0343,GS-13,8,9,-1,40
Civilian,NAVWAR,SHORE,2210,GS-12,6,6,0,40
Civilian,CNP,SHORE,0343,GS-11,1,0,1,48
Civilian,CNP,SHORE,0511,GS-12,3,2,1,60
Civilian,NAVSEA,SHORE,2210,GS-15,8,7,1,68
Civilian,NAVAIR,SHORE,1102,GS-07,4,4,0,20
Civilian,USFF,SHORE,0343,GS-14,6,6,0,48
Civilian,CNP,SHORE,1102,GS-11,8,8,0,28
Civilian,NAVAIR,SHORE,1102,GS-11,3,2,1,48
Civilian,NAVAIR,SHORE,1102,GS-12,1,2,-1,40
Civilian,NAVWAR,SHORE,1102,GS-09,6,7,-1,28
Civilian,NAVSEA,SHORE,0343,GS-14,8,9,-1,48
Civilian,CNP,SHORE,1102,GS-09,3,4,-1,28
Civilian,USFF,SHORE,1550,GS-14,3,2,1,68
Civilian,NAVWAR,SHORE,1550,GS-11,5,4,1,48
Civilian,CNP,SHORE,1550,GS-12,6,7,-1,40
Civilian,CNP,SHORE,0511,GS-12,1,1,0,40
Civilian,NAVWAR,SHORE,2210,GS-11,6,5,1,48
Civilian,NAVAIR,SHORE,1550,GS-07,4,3,1,40
Civilian,CNP,SHORE,0343,GS-11,2,3,-1,28
Civilian,CNP,SHORE,0511,GS-07,4,5,-1,20
Civilian,NAVWAR,SHORE,0511,GS-12,8,9,-1,40
Civilian,USFF,SHORE,1550,GS-07,1,2,-1,20
Civilian,NAVSEA,SHORE,1102,GS-12,3,2,1,60
Civilian,NAVWAR,SHORE,0343,GS-12,2,1,1,60
Civilian,NAVWAR,SHORE,1550,GS-12,1,1,0,40
Civilian,NAVSEA,SHORE,1550,GS-13,6,6,0,40
Civilian,NAVWAR,SHORE,0855,GS-07,1,2,-1,20
Civilian,USFF,SHORE,2210,GS-14,3,3,0,48
Civilian,USFF,SHORE,1102,GS-12,6,6,0,40
Civilian,NAVSEA,SHORE,1550,GS-09,7,8,-1,28
Civilian,NAVAIR,SHORE,1550,GS-11,8,7,1,48
Civilian,NAVAIR,SHORE,0855,GS-14,6,6,0,48
Civilian,NAVSEA,SHORE,1102,GS-14,2,1,1,68
